"Statistic Label","CensusYear","Sex","Age Group","Towns","UNIT","VALUE"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Ballina, Co Tipperary","%","14.8"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Carrick-on-Suir, Co Tipperary","%","27.9"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Fethard, Co Tipperary","%","33.3"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Clonmel, Counties Tipperary & Waterford","%","20.7"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Cashel, Co Tipperary","%","36.2"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Cahir, Co Tipperary","%","12.8"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Tipperary, Co Tipperary","%","23.5"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Waterford city and suburbs, Counties Waterford & Kilkenny","%","18.8"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Dunmore East, Co Waterford","%","20.8"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Tramore, Co Waterford","%","14.8"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Portlaw, Co Waterford","%","24.1"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Dungarvan, Co Waterford","%","26.5"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Galway city and suburbs, Co Galway","%","16.9"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Ballinasloe, Co Galway","%","38.7"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Portumna, Co Galway","%","18.8"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Loughrea, Co Galway","%","20.7"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Athenry, Co Galway","%","18.6"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Gort, Co Galway","%","21.2"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Tuam, Co Galway","%","13.9"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Oranmore, Co Galway","%","26.2"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Baile Chláir, Co Galway","%","33.3"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Bearna, Co Galway","%","17.1"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Maigh Cuilinn, Co Galway","%","7.4"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Oughterard, Co Galway","%","25"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Carrick-On-Shannon, Counties Leitrim & Roscommon","%","22.4"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Manorhamilton, Co Leitrim","%","26.9"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Ballyhaunis, Co Mayo","%","23.3"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Claremorris, Co Mayo","%","27.3"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Ballina, Co Mayo","%","19.8"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Ballinrobe, Co Mayo","%","17.9"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Castlebar, Co Mayo","%","19.3"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Westport, Co Mayo","%","10"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Roscommon, Co Roscommon","%","29.7"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Boyle, Co Roscommon","%","24.1"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Castlerea, Co Roscommon","%","15.6"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Ballaghaderreen, Co Roscommon","%","30"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Sligo, Co Sligo","%","23.2"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Collooney, Co Sligo","%","26.3"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Ballysadare, Co Sligo","%","23.1"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Ballymote, Co Sligo","%","13.3"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Strandhill, Co Sligo","%","8.3"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Tubbercurry, Co Sligo","%","21.9"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Kingscourt, Co Cavan","%","18.5"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Mullagh, Co Cavan","%","33.3"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Bailieborough, Co Cavan","%","15.6"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Virginia, Co Cavan","%","14.3"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Cootehill, Co Cavan","%","37"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Ballyjamesduff, Co Cavan","%","29.4"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Cavan, Co Cavan","%","27.4"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Belturbet, Co Cavan","%","23.1"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Carndonagh, Co Donegal","%","25.5"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Buncrana, Co Donegal","%","18.5"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Lifford, Co Donegal","%","22.2"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Convoy, Co Donegal","%","26.7"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Letterkenny, Co Donegal","%","20.6"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Ballybofey-Stranorlar, Co Donegal","%","16.9"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Donegal, Co Donegal","%","32.1"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Ballyshannon, Co Donegal","%","16.9"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Bundoran, Co Donegal","%","26.5"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Carrickmacross, Co Monaghan","%","12.7"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Castleblayney, Co Monaghan","%","37.5"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Monaghan, Co Monaghan","%","24.8"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Clones, Co Monaghan","%","15.4"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","State","%","17.4"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Other towns with a population between 1,000 - 1,499","%","23.1"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Other towns with a population under 500","%","19.2"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Other towns with a population between 500 - 999","%","16.4"
"Population with a disability to a great extent as a percentage","2022","Male","75 - 79 years","Remainder of country","%","15.4"
"Population with a disability to a great extent as a percentage","2022","Male","80 - 84 years","Tullow, Co Carlow","%","54.1"
"Population with a disability to a great extent as a percentage","2022","Male","80 - 84 years","Carlow, Counties Carlow & Laois","%","29"
"Population with a disability to a great extent as a percentage","2022","Male","80 - 84 years","Muinebeag (Bagenalstown), Co Carlow","%","21.9"
"Population with a disability to a great extent as a percentage","2022","Male","80 - 84 years","Dublin city and suburbs, Counties Dublin & Meath","%","25"
"Population with a disability to a great extent as a percentage","2022","Male","80 - 84 years","Saggart, Co Dublin","%","16.7"
"Population with a disability to a great extent as a percentage","2022","Male","80 - 84 years","Rathcoole, Co Dublin","%","32"
"Population with a disability to a great extent as a percentage","2022","Male","80 - 84 years","Newcastle, Co Dublin","%","14.3"
