"Statistic Label","CensusYear","Sex","Single Year of Age","UNIT","VALUE"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","26 years","Number","261"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","27 years","Number","234"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","28 years","Number","212"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","29 years","Number","234"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","30 years","Number","251"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","31 years","Number","214"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","32 years","Number","219"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","33 years","Number","219"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","34 years","Number","256"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","35 years","Number","272"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","36 years","Number","266"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","37 years","Number","287"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","38 years","Number","326"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","39 years","Number","339"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","40 years","Number","345"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","41 years","Number","338"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","42 years","Number","363"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","43 years","Number","377"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","44 years","Number","388"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","45 years","Number","377"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","46 years","Number","428"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","47 years","Number","460"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","48 years","Number","502"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","49 years","Number","466"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","50 years","Number","547"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","51 years","Number","530"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","52 years","Number","584"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","53 years","Number","522"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","54 years","Number","639"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","55 years","Number","593"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","56 years","Number","659"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","57 years","Number","701"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","58 years","Number","711"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","59 years","Number","718"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","60 years","Number","734"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","61 years","Number","770"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","62 years","Number","791"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","63 years","Number","782"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","64 years","Number","823"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","65 years","Number","786"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","66 years","Number","829"
"Going outside the home to shop or visit a doctor's surgery to a greater extent","2022","Female","67 years","Number","820"
